Location,ProfileId,VoucherAmount,VoyageReference,ContractNumber,InvoiceNumber,VoucherDescVoyRef,VoucherDesc3Code,VoucherDescVessel,CurrencyCode,CommodityCode
268,,675.56,TBN50,S010692-HKC-S-A-H,17001,TBN50,BRI,NORD BOSPORUS,USD,94
