Location,ProfileId,VoucherAmount,VoyageReference,ContractNumber,InvoiceNumber,VoucherDescVoyRef,VoucherDesc3Code,VoucherDescVessel,CurrencyCode,CommodityCode
177,,559874.55,TBN123,S013007-001-S-A-G,17003,TBN123,FUM,WESTERN DURBAN,USD,475
,,,,,,,,,,
