Location,ProfileId,VoucherAmount,VoyageReference,ContractNumber,InvoiceNumber,VoucherDescVoyRef,VoucherDesc3Code,VoucherDescVessel,CurrencyCode,CommodityCode
HKC,,55896.12,TBN84,SG00136-039-S-A-G,17006,TBN84,FOR,BRITTA OLDENDORFF,USD,574
,,,,,,,,,,
