Location,ProfileId,VoucherAmount,VoyageReference,ContractNumber,InvoiceNumber,VoucherDescVoyRef,VoucherDesc3Code,VoucherDescVessel,CurrencyCode,CommodityCode
611,,1145.89,12345,SG00146-039-S-A-G,17005,12345,INS,AMIS NATURE,USD,279
,,,,,,,,,,
