Location,ProfileId,VoucherAmount,VoyageReference,ContractNumber,InvoiceNumber,VoucherDescVoyRef,VoucherDesc3Code,VoucherDescVessel,CurrencyCode,CommodityCode
172,,880,TBN116,C237036-172-S-A-G,17003,TBN116,BRG,LADY DENIZ,USD,3681
